"police_station_id","station_name","police_staff","inspector_id","inspector_name","age","joining_date","salary","no_of_cases","max_case_type","min_cases_type","avg_solving_day","station_pincode","station_zone","city","state"
"G1-478680","ST-3530",19,"IG-40566","Anika Agarwal",52,"2001-05-27",59258,7103,"robbery","Murder",5,"492771","NORTH","Aligarh","Meghalaya"
"G1-478681","ST-3531",20,"IG-40567","Ishita Pandey",47,"2001-05-27",176068,7105,"dowry demands","theft",6,"492773","CENTRAL","Solapur","Mizoram"
"G1-478682","ST-3532",39,"IG-40568","Kiara Nair",41,"2001-05-28",135267,7107,"robbery","cybercrime",10,"492775","EAST","Ranchi","Nagaland"
"G1-478683","ST-3533",32,"IG-40569","Vihaan Verma",42,"2001-05-28",111354,7109,"unfair dismissal","sedition",11,"492777","WEST","Jalandhar","Odisha"
"G1-478684","ST-3534",31,"IG-40570","Kabir Singh",55,"2001-05-28",175328,7111,"theft","Property dispute",7,"492779","SOUTH","Tiruchirappalli","Punjab"
"G1-478685","ST-3535",36,"IG-40571","Rishi Mehta",45,"2001-05-28",223309,7113,"cybercrime","marriage affairs",15,"492781","NORTH","Bhubaneswar","Rajasthan"
"G1-478686","ST-3536",28,"IG-40572","Krishna Bose",55,"2001-05-28",181533,7115,"sedition","Divorce",3,"492783","CENTRAL","Salem","Sikkim"
"G1-478687","ST-3537",34,"IG-40573","Vihaan Saxena",57,"2001-05-28",192896,7117,"Property dispute","Fraud",8,"492785","EAST","Mysore","Tamil Nadu"
"G1-478688","ST-3538",33,"IG-40574","Ishita Sharma",60,"2001-05-28",66144,7119,"Fraud","riots",5,"492787","WEST","Thiruvananthapuram","Telangana"
"G1-478689","ST-3539",26,"IG-40575","Krishna Malhotra",55,"2001-05-28",86865,7121,"riots","claims of negligence",11,"492789","SOUTH","Tiruppur","Tripura"
"G1-478690","ST-3540",32,"IG-40576","Reyansh Saxena",61,"2001-05-28",128762,7123,"marriage affairs","dowry demands",7,"492791","NORTH","Gwalior","Uttar Pradesh"
"G1-478691","ST-3541",37,"IG-40577","Kiara Saxena",63,"2001-05-28",182072,7125,"Divorce","robbery",4,"492793","CENTRAL","Chandrapur","Uttarakhand"
"G1-478692","ST-3542",26,"IG-40578","Sai Agarwal",51,"2001-05-28",175345,7127,"claims of negligence","unfair dismissal",8,"492795","EAST","Mumbai","West Bengal"
"G1-478693","ST-3543",38,"IG-40579","Kiara Mehta",44,"2001-05-28",139845,7129,"appeal against HR","discrimination",11,"492797","WEST","Delhi","Andaman and Nicobar Islands"
"G1-478694","ST-3544",18,"IG-40580","Meera Agarwal",47,"2001-05-28",166557,7131,"Workplace harassment","appeal against HR",9,"492799","SOUTH","Bangalore","Chandigarh"
"G1-478695","ST-3545",36,"IG-40581","Diya Singh",61,"2001-05-28",84820,7133,"Murder","Workplace harassment",10,"492801","NORTH","Hyderabad","Dadra and Nagar Haveli and Daman and Diu"
"G1-478696","ST-3546",40,"IG-40582","Riya Reddy",61,"2001-05-28",168302,7135,"robbery","Murder",4,"492803","CENTRAL","Ahmedabad","Lakshadweep"
"G1-478697","ST-3547",28,"IG-40583","Krishna Nair",57,"2001-05-28",179526,7137,"dowry demands","theft",3,"492805","EAST","Chennai","Delhi"
"G1-478698","ST-3548",20,"IG-40584","Vihaan Mishra",43,"2001-05-28",121063,7139,"robbery","cybercrime",6,"492807","WEST","Kolkata","Puducherry"
"G1-478699","ST-3549",18,"IG-40585","Aanya Joshi",56,"2001-05-28",59305,7141,"unfair dismissal","sedition",6,"492809","SOUTH","Surat","Ladakh"
"G1-478700","ST-3550",25,"IG-40586","Aanya Reddy",44,"2001-05-28",59441,7143,"theft","Property dispute",6,"492811","NORTH","Pune","Jammu and Kashmir"
"G1-478701","ST-3551",18,"IG-40587","Meera Patel",52,"2001-05-28",209864,7145,"cybercrime","marriage affairs",7,"492813","CENTRAL","Jaipur","Maharashtra"
"G1-478702","ST-3552",14,"IG-40588","Aanya Mishra",51,"2001-05-28",58631,7147,"sedition","Divorce",6,"492815","EAST","Lucknow","Delhi"
"G1-478703","ST-3553",25,"IG-40589","Saanvi Das",63,"2001-05-28",64867,7149,"Property dispute","Fraud",15,"492817","WEST","Kanpur","Karnataka"
"G1-478704","ST-3554",24,"IG-40590","Vivaan Joshi",56,"2001-05-28",135395,7151,"Fraud","riots",5,"492819","SOUTH","Nagpur","Andhra Pradesh"
"G1-478705","ST-3555",40,"IG-40591","Vivaan Nair",44,"2001-05-28",160445,7153,"riots","claims of negligence",13,"492821","NORTH","Indore","Arunachal Pradesh"
"G1-478706","ST-3556",37,"IG-40592","Riya Gupta",58,"2001-05-29",114348,7155,"marriage affairs","dowry demands",8,"492823","CENTRAL","Thane","Assam"
"G1-478707","ST-3557",21,"IG-40593","Arjun Jain",62,"2001-05-29",166295,7157,"Divorce","robbery",5,"492825","EAST","Bhopal","Bihar"
"G1-478708","ST-3558",31,"IG-40594","Ishita Mishra",46,"2001-05-29",138078,7159,"claims of negligence","unfair dismissal",6,"492827","WEST","Visakhapatnam","Chhattisgarh"
"G1-478709","ST-3559",36,"IG-40595","Kiara Bose",47,"2001-05-29",153961,7161,"appeal against HR","discrimination",9,"492829","SOUTH","Vadodara","Goa"
"G1-478710","ST-3560",26,"IG-40596","Ishita Kapoor",53,"2001-05-29",235073,7163,"Workplace harassment","appeal against HR",12,"492831","NORTH","Firozabad","Gujarat"
"G1-478711","ST-3561",24,"IG-40597","Reyansh Iyer",52,"2001-05-29",110732,7165,"Murder","Workplace harassment",13,"492833","CENTRAL","Ludhiana","Haryana"
"G1-478712","ST-3562",18,"IG-40598","Kiara Verma",38,"2001-05-29",172170,7167,"robbery","Murder",9,"492835","EAST","Rajkot","Himachal Pradesh"
"G1-478713","ST-3563",33,"IG-40599","Vihaan Saxena",45,"2001-05-29",194944,7169,"dowry demands","theft",6,"492837","WEST","Agra","Jharkhand"
"G1-478714","ST-3564",23,"IG-40600","Ishita Joshi",38,"2001-05-29",150870,7171,"robbery","cybercrime",6,"492839","SOUTH","Siliguri","Karnataka"
"G1-478715","ST-3565",37,"IG-40601","Ishita Iyer",47,"2001-05-29",190461,7173,"unfair dismissal","sedition",12,"492841","NORTH","Nashik","Kerala"
"G1-478716","ST-3566",23,"IG-40602","Kabir Saxena",64,"2001-05-29",207962,7175,"theft","Property dispute",5,"492843","CENTRAL","Faridabad","Madhya Pradesh"
"G1-478717","ST-3567",22,"IG-40603","Anika Das",46,"2001-05-29",55964,7177,"cybercrime","marriage affairs",15,"492845","EAST","Patna","Maharashtra"
"G1-478718","ST-3568",14,"IG-40604","Rishi Kapoor",52,"2001-05-29",57372,7179,"sedition","Divorce",4,"492847","WEST","Meerut","Manipur"
"G1-478719","ST-3569",22,"IG-40605","Kabir Saxena",43,"2001-05-29",179058,7181,"Property dispute","Fraud",8,"492849","SOUTH","Kalyan-Dombivli","Meghalaya"
"G1-478720","ST-3570",15,"IG-40606","Sai Bose",57,"2001-05-29",205158,7183,"Fraud","riots",6,"492851","NORTH","Vasai-Virar","Mizoram"
"G1-478721","ST-3571",40,"IG-40607","Aditya Malhotra",63,"2001-05-29",109153,7185,"riots","claims of negligence",7,"492853","CENTRAL","Varanasi","Nagaland"
"G1-478722","ST-3572",31,"IG-40608","Aarav Joshi",58,"2001-05-29",76962,7187,"marriage affairs","dowry demands",11,"492855","EAST","Srinagar","Odisha"
"G1-478723","ST-3573",33,"IG-40609","Aanya Pandey",48,"2001-05-29",73047,7189,"Divorce","robbery",5,"492857","WEST","Dhanbad","Punjab"
"G1-478724","ST-3574",30,"IG-40610","Anika Saxena",60,"2001-05-29",243133,7191,"claims of negligence","unfair dismissal",10,"492859","SOUTH","Jodhpur","Rajasthan"
"G1-478725","ST-3575",25,"IG-40611","Saanvi Jain",44,"2001-05-29",48411,7193,"appeal against HR","discrimination",13,"492861","NORTH","Amritsar","Sikkim"
"G1-478726","ST-3576",25,"IG-40612","Diya Bose",53,"2001-05-29",170715,7195,"Workplace harassment","appeal against HR",5,"492863","CENTRAL","Raipur","Tamil Nadu"
"G1-478727","ST-3577",27,"IG-40613","Vivaan Nair",44,"2001-05-29",101812,7197,"Murder","Workplace harassment",11,"492865","EAST","Allahabad","Telangana"
"G1-478728","ST-3578",22,"IG-40614","Aarav Verma",60,"2001-05-29",122656,7199,"robbery","Murder",6,"492867","WEST","Coimbatore","Tripura"
"G1-478729","ST-3579",34,"IG-40615","Aditya Mishra",58,"2001-05-29",225160,7201,"dowry demands","theft",11,"492869","SOUTH","Jabalpur","Uttar Pradesh"
"G1-478730","ST-3580",38,"IG-40616","Aanya Joshi",58,"2001-05-30",120239,7203,"robbery","cybercrime",13,"492871","NORTH","Gwalior","Uttarakhand"
"G1-478731","ST-3581",17,"IG-40617","Rishi Verma",64,"2001-05-30",172019,7205,"unfair dismissal","sedition",14,"492873","CENTRAL","Vijayawada","West Bengal"
"G1-478732","ST-3582",30,"IG-40618","Arjun Patel",63,"2001-05-30",176089,7207,"theft","Property dispute",11,"492875","EAST","Madurai","Andaman and Nicobar Islands"
"G1-478733","ST-3583",13,"IG-40619","Aarohi Gupta",38,"2001-05-30",120027,7209,"cybercrime","marriage affairs",15,"492877","WEST","Guwahati","Chandigarh"
"G1-478734","ST-3584",29,"IG-40620","Vihaan Singh",46,"2001-05-30",229454,7211,"sedition","Divorce",8,"492879","SOUTH","Chandigarh","Dadra and Nagar Haveli and Daman and Diu"
"G1-478735","ST-3585",37,"IG-40621","Aarohi Mishra",41,"2001-05-30",117945,7213,"Property dispute","Fraud",8,"492881","NORTH","Hubli-Dharwad","Lakshadweep"
"G1-478736","ST-3586",22,"IG-40622","Saanvi Joshi",47,"2001-05-30",59226,7215,"Fraud","riots",13,"492883","CENTRAL","Amroha","Delhi"
"G1-478737","ST-3587",20,"IG-40623","Reyansh Patel",63,"2001-05-30",224089,7217,"riots","claims of negligence",3,"492885","EAST","Moradabad","Puducherry"
"G1-478738","ST-3588",17,"IG-40624","Sai Mehta",53,"2001-05-30",112710,7219,"marriage affairs","dowry demands",4,"492887","WEST","Gurgaon","Ladakh"
"G1-478739","ST-3589",18,"IG-40625","Kiara Singh",60,"2001-05-30",191582,7221,"Divorce","robbery",10,"492889","SOUTH","Aligarh","Jammu and Kashmir"
"G1-478740","ST-3590",16,"IG-40626","Aditya Patel",49,"2001-05-30",114455,7223,"claims of negligence","unfair dismissal",9,"492891","NORTH","Solapur","Maharashtra"
"G1-478741","ST-3591",25,"IG-40627","Kabir Nair",61,"2001-05-30",228083,7225,"appeal against HR","discrimination",3,"492893","CENTRAL","Ranchi","Delhi"
"G1-478742","ST-3592",24,"IG-40628","Diya Singh",55,"2001-05-30",185583,7227,"Workplace harassment","appeal against HR",13,"492895","EAST","Jalandhar","Karnataka"
"G1-478743","ST-3593",13,"IG-40629","Ishita Malhotra",47,"2001-05-30",76150,7229,"Murder","Workplace harassment",11,"492897","WEST","Tiruchirappalli","Andhra Pradesh"
"G1-478744","ST-3594",21,"IG-40630","Aarohi Joshi",63,"2001-05-30",197078,7231,"robbery","Murder",10,"492899","SOUTH","Bhubaneswar","Arunachal Pradesh"
"G1-478745","ST-3595",38,"IG-40631","Diya Agarwal",50,"2001-05-30",59504,7233,"dowry demands","theft",11,"492901","NORTH","Salem","Assam"
"G1-478746","ST-3596",19,"IG-40632","Aarav Singh",42,"2001-05-30",226157,7235,"robbery","cybercrime",11,"492903","CENTRAL","Mysore","Bihar"
"G1-478747","ST-3597",18,"IG-40633","Krishna Joshi",50,"2001-05-30",215345,7237,"unfair dismissal","sedition",10,"492905","EAST","Thiruvananthapuram","Chhattisgarh"
"G1-478748","ST-3598",37,"IG-40634","Sai Mehta",48,"2001-05-30",173498,7239,"theft","Property dispute",5,"492907","WEST","Tiruppur","Goa"
"G1-478749","ST-3599",39,"IG-40635","Krishna Gupta",62,"2001-05-30",225407,7241,"cybercrime","marriage affairs",4,"492909","SOUTH","Gwalior","Gujarat"
"G1-478750","ST-3600",18,"IG-40636","Saanvi Das",44,"2001-05-30",159019,7243,"sedition","Divorce",3,"492911","NORTH","Chandrapur","Haryana"
"G1-478751","ST-3601",38,"IG-40637","Kabir Saxena",51,"2001-05-30",119596,7245,"Property dispute","Fraud",7,"492913","CENTRAL","Mumbai","Himachal Pradesh"
"G1-478752","ST-3602",36,"IG-40638","Riya Reddy",60,"2001-05-30",83774,7247,"Fraud","riots",15,"492915","EAST","Delhi","Jharkhand"
"G1-478753","ST-3603",13,"IG-40639","Navya Chopra",40,"2001-05-30",103345,7249,"riots","claims of negligence",6,"492917","WEST","Bangalore","Karnataka"
"G1-478754","ST-3604",35,"IG-40640","Anika Gupta",48,"2001-05-31",144899,7251,"marriage affairs","dowry demands",4,"492919","SOUTH","Hyderabad","Kerala"
"G1-478755","ST-3605",39,"IG-40641","Navya Patel",42,"2001-05-31",233026,7253,"Divorce","robbery",5,"492921","NORTH","Ahmedabad","Madhya Pradesh"
"G1-478756","ST-3606",32,"IG-40642","Rishi Malhotra",58,"2001-05-31",197870,7255,"claims of negligence","unfair dismissal",11,"492923","CENTRAL","Chennai","Maharashtra"
"G1-478757","ST-3607",23,"IG-40643","Reyansh Mehta",39,"2001-05-31",176929,7257,"appeal against HR","discrimination",4,"492925","EAST","Kolkata","Manipur"
"G1-478758","ST-3608",12,"IG-40644","Diya Nair",60,"2001-05-31",225862,7259,"Workplace harassment","appeal against HR",7,"492927","WEST","Surat","Meghalaya"
"G1-478759","ST-3609",22,"IG-40645","Vihaan Bose",58,"2001-05-31",104380,7261,"Murder","Workplace harassment",8,"492929","SOUTH","Pune","Mizoram"
"G1-478760","ST-3610",39,"IG-40646","Krishna Iyer",59,"2001-05-31",222443,7263,"robbery","Murder",11,"492931","NORTH","Jaipur","Nagaland"
"G1-478761","ST-3611",23,"IG-40647","Kiara Agarwal",58,"2001-05-31",177550,7265,"dowry demands","theft",6,"492933","CENTRAL","Lucknow","Odisha"
"G1-478762","ST-3612",14,"IG-40648","Aarav Mehta",56,"2001-05-31",58664,7267,"robbery","cybercrime",13,"492935","EAST","Kanpur","Punjab"
"G1-478763","ST-3613",31,"IG-40649","Vivaan Singh",61,"2001-05-31",95616,7269,"unfair dismissal","sedition",4,"492937","WEST","Nagpur","Rajasthan"
"G1-478764","ST-3614",17,"IG-40650","Aanya Kapoor",41,"2001-05-31",97382,7271,"theft","Property dispute",13,"492939","SOUTH","Indore","Sikkim"
"G1-478765","ST-3615",21,"IG-40651","Vivaan Sharma",62,"2001-05-31",92771,7273,"cybercrime","marriage affairs",4,"492941","NORTH","Thane","Tamil Nadu"
"G1-478766","ST-3616",24,"IG-40652","Diya Jain",53,"2001-05-31",186418,7275,"sedition","Divorce",12,"492943","CENTRAL","Bhopal","Telangana"
"G1-478767","ST-3617",38,"IG-40653","Meera Mehta",57,"2001-05-31",170402,7277,"Property dispute","Fraud",8,"492945","EAST","Visakhapatnam","Tripura"
"G1-478768","ST-3618",23,"IG-40654","Kiara Pandey",59,"2001-05-31",133420,7279,"Fraud","riots",6,"492947","WEST","Vadodara","Uttar Pradesh"
"G1-478769","ST-3619",17,"IG-40655","Saanvi Verma",64,"2001-05-31",219927,7281,"riots","claims of negligence",9,"492949","SOUTH","Firozabad","Uttarakhand"
"G1-478770","ST-3620",28,"IG-40656","Reyansh Pandey",37,"2001-05-31",105354,7283,"marriage affairs","dowry demands",5,"492951","NORTH","Ludhiana","West Bengal"
"G1-478771","ST-3621",18,"IG-40657","Saanvi Saxena",50,"2001-05-31",238189,7285,"Divorce","robbery",4,"492953","CENTRAL","Rajkot","Andaman and Nicobar Islands"
"G1-478772","ST-3622",38,"IG-40658","Vivaan Mehta",40,"2001-05-31",108462,7287,"claims of negligence","unfair dismissal",9,"492955","EAST","Agra","Chandigarh"
"G1-478773","ST-3623",12,"IG-40659","Vivaan Sharma",39,"2001-05-31",91869,7289,"appeal against HR","discrimination",3,"492957","WEST","Siliguri","Dadra and Nagar Haveli and Daman and Diu"
"G1-478774","ST-3624",32,"IG-40660","Aanya Nair",53,"2001-05-31",180806,7291,"Workplace harassment","appeal against HR",11,"492959","SOUTH","Nashik","Lakshadweep"
"G1-478775","ST-3625",21,"IG-40661","Navya Singh",53,"2001-05-31",246396,7293,"Murder","Workplace harassment",5,"492961","NORTH","Faridabad","Delhi"
"G1-478776","ST-3626",21,"IG-40662","Aditya Saxena",40,"2001-05-31",181394,7295,"robbery","Murder",4,"492963","CENTRAL","Patna","Puducherry"
"G1-478777","ST-3627",13,"IG-40663","Diya Malhotra",43,"2001-05-31",99078,7297,"dowry demands","theft",3,"492965","EAST","Meerut","Ladakh"
"G1-478778","ST-3628",40,"IG-40664","Diya Chopra",49,"2001-06-01",183481,7299,"robbery","cybercrime",9,"492967","WEST","Kalyan-Dombivli","Jammu and Kashmir"
"G1-478779","ST-3629",18,"IG-40665","Arjun Iyer",45,"2001-06-01",172150,7301,"unfair dismissal","sedition",5,"492969","SOUTH","Vasai-Virar","Maharashtra"
"G1-478780","ST-3630",36,"IG-40666","Sai Singh",37,"2001-06-01",197634,7303,"theft","Property dispute",9,"492971","NORTH","Varanasi","Delhi"
"G1-478781","ST-3631",15,"IG-40667","Riya Patel",58,"2001-06-01",103923,7305,"cybercrime","marriage affairs",9,"492973","CENTRAL","Srinagar","Karnataka"
"G1-478782","ST-3632",21,"IG-40668","Navya Saxena",42,"2001-06-01",77929,7307,"sedition","Divorce",7,"492975","EAST","Dhanbad","Andhra Pradesh"
"G1-478783","ST-3633",23,"IG-40669","Rishi Nair",54,"2001-06-01",57387,7309,"Property dispute","Fraud",8,"492977","WEST","Jodhpur","Arunachal Pradesh"
"G1-478784","ST-3634",25,"IG-40670","Aarohi Sharma",56,"2001-06-01",75764,7311,"Fraud","riots",6,"492979","SOUTH","Amritsar","Assam"
"G1-478785","ST-3635",13,"IG-40671","Navya Joshi",43,"2001-06-01",245099,7313,"riots","claims of negligence",9,"492981","NORTH","Raipur","Bihar"
"G1-478786","ST-3636",31,"IG-40672","Saanvi Saxena",38,"2001-06-01",199594,7315,"marriage affairs","dowry demands",6,"492983","CENTRAL","Allahabad","Chhattisgarh"
"G1-478787","ST-3637",35,"IG-40673","Anika Malhotra",55,"2001-06-01",83597,7317,"Divorce","robbery",6,"492985","EAST","Coimbatore","Goa"
"G1-478788","ST-3638",12,"IG-40674","Ishita Nair",61,"2001-06-01",140111,7319,"claims of negligence","unfair dismissal",6,"492987","WEST","Jabalpur","Gujarat"
"G1-478789","ST-3639",15,"IG-40675","Reyansh Joshi",59,"2001-06-01",170535,7321,"appeal against HR","discrimination",7,"492989","SOUTH","Gwalior","Haryana"
"G1-478790","ST-3640",40,"IG-40676","Reyansh Malhotra",50,"2001-06-01",58646,7323,"Workplace harassment","appeal against HR",10,"492991","NORTH","Vijayawada","Himachal Pradesh"
"G1-478791","ST-3641",32,"IG-40677","Aarav Iyer",43,"2001-06-01",160795,7325,"Murder","Workplace harassment",7,"492993","CENTRAL","Madurai","Jharkhand"
"G1-478792","ST-3642",14,"IG-40678","Arjun Pandey",61,"2001-06-01",213910,7327,"robbery","Murder",11,"492995","EAST","Guwahati","Karnataka"
"G1-478793","ST-3643",35,"IG-40679","Aarohi Gupta",60,"2001-06-01",79119,7329,"dowry demands","theft",11,"492997","WEST","Chandigarh","Kerala"
"G1-478794","ST-3644",22,"IG-40680","Anika Singh",46,"2001-06-01",219089,7331,"robbery","cybercrime",7,"492999","SOUTH","Hubli-Dharwad","Madhya Pradesh"
"G1-478795","ST-3645",37,"IG-40681","Rishi Pandey",49,"2001-06-01",130399,7333,"unfair dismissal","sedition",6,"493001","NORTH","Amroha","Maharashtra"
"G1-478796","ST-3646",22,"IG-40682","Rishi Mishra",37,"2001-06-01",96739,7335,"theft","Property dispute",15,"493003","CENTRAL","Moradabad","Manipur"
"G1-478797","ST-3647",31,"IG-40683","Riya Das",41,"2001-06-01",202356,7337,"cybercrime","marriage affairs",5,"493005","EAST","Gurgaon","Meghalaya"
"G1-478798","ST-3648",24,"IG-40684","Kabir Iyer",57,"2001-06-01",163876,7339,"sedition","Divorce",8,"493007","WEST","Aligarh","Mizoram"
"G1-478799","ST-3649",36,"IG-40685","Saanvi Malhotra",44,"2001-06-01",163497,7341,"Property dispute","Fraud",4,"493009","SOUTH","Solapur","Nagaland"
"G1-478800","ST-3650",26,"IG-40686","Meera Singh",50,"2001-06-01",137271,7343,"Fraud","riots",15,"493011","NORTH","Ranchi","Odisha"
"G1-478801","ST-3651",34,"IG-40687","Vihaan Singh",57,"2001-06-01",173318,7345,"riots","claims of negligence",8,"493013","CENTRAL","Jalandhar","Punjab"
"G1-478802","ST-3652",27,"IG-40688","Saanvi Saxena",57,"2001-06-02",100602,7347,"marriage affairs","dowry demands",11,"493015","EAST","Tiruchirappalli","Rajasthan"
"G1-478803","ST-3653",34,"IG-40689","Anika Mishra",38,"2001-06-02",111098,7349,"Divorce","robbery",10,"493017","WEST","Bhubaneswar","Sikkim"
"G1-478804","ST-3654",30,"IG-40690","Vihaan Iyer",50,"2001-06-02",58166,7351,"claims of negligence","unfair dismissal",10,"493019","SOUTH","Salem","Tamil Nadu"
"G1-478805","ST-3655",38,"IG-40691","Krishna Sharma",42,"2001-06-02",94544,7353,"appeal against HR","discrimination",15,"493021","NORTH","Mysore","Telangana"
"G1-478806","ST-3656",29,"IG-40692","Aarohi Mishra",47,"2001-06-02",173266,7355,"Workplace harassment","appeal against HR",14,"493023","CENTRAL","Thiruvananthapuram","Tripura"
"G1-478807","ST-3657",35,"IG-40693","Aanya Iyer",37,"2001-06-02",68904,7357,"Murder","Workplace harassment",9,"493025","EAST","Tiruppur","Uttar Pradesh"
"G1-478808","ST-3658",32,"IG-40694","Navya Das",54,"2001-06-02",71672,7359,"robbery","Murder",12,"493027","WEST","Gwalior","Uttarakhand"
"G1-478809","ST-3659",23,"IG-40695","Rishi Malhotra",52,"2001-06-02",63322,7361,"dowry demands","theft",3,"493029","SOUTH","Chandrapur","West Bengal"
"G1-478810","ST-3660",28,"IG-40696","Diya Bose",55,"2001-06-02",187154,7363,"robbery","cybercrime",11,"493031","NORTH","Mumbai","Andaman and Nicobar Islands"
"G1-478811","ST-3661",32,"IG-40697","Navya Reddy",39,"2001-06-02",99684,7365,"unfair dismissal","sedition",15,"493033","CENTRAL","Delhi","Chandigarh"
"G1-478812","ST-3662",19,"IG-40698","Rishi Jain",39,"2001-06-02",111399,7367,"theft","Property dispute",9,"493035","EAST","Bangalore","Dadra and Nagar Haveli and Daman and Diu"
"G1-478813","ST-3663",17,"IG-40699","Vihaan Gupta",39,"2001-06-02",93945,7369,"cybercrime","marriage affairs",3,"493037","WEST","Hyderabad","Lakshadweep"
"G1-478814","ST-3664",32,"IG-40700","Meera Bose",44,"2001-06-02",176844,7371,"sedition","Divorce",4,"493039","SOUTH","Ahmedabad","Delhi"
"G1-478815","ST-3665",34,"IG-40701","Aarav Das",64,"2001-06-02",174898,7373,"Property dispute","Fraud",12,"493041","NORTH","Chennai","Puducherry"
"G1-478816","ST-3666",25,"IG-40702","Diya Kapoor",62,"2001-06-02",86402,7375,"Fraud","riots",12,"493043","CENTRAL","Kolkata","Ladakh"
"G1-478817","ST-3667",12,"IG-40703","Vivaan Agarwal",60,"2001-06-02",97428,7377,"riots","claims of negligence",3,"493045","EAST","Surat","Jammu and Kashmir"
"G1-478818","ST-3668",14,"IG-40704","Vihaan Mishra",49,"2001-06-02",189260,7379,"marriage affairs","dowry demands",9,"493047","WEST","Pune","Maharashtra"
"G1-478819","ST-3669",38,"IG-40705","Rishi Agarwal",41,"2001-06-02",145687,7381,"Divorce","robbery",5,"493049","SOUTH","Jaipur","Delhi"
"G1-478820","ST-3670",22,"IG-40706","Ishita Mehta",52,"2001-06-02",155553,7383,"claims of negligence","unfair dismissal",5,"493051","NORTH","Lucknow","Karnataka"
"G1-478821","ST-3671",16,"IG-40707","Arjun Singh",63,"2001-06-02",92588,7385,"appeal against HR","discrimination",13,"493053","CENTRAL","Kanpur","Andhra Pradesh"
"G1-478822","ST-3672",29,"IG-40708","Diya Iyer",63,"2001-06-02",61856,7387,"Workplace harassment","appeal against HR",5,"493055","EAST","Nagpur","Arunachal Pradesh"
"G1-478823","ST-3673",18,"IG-40709","Aarav Iyer",62,"2001-06-02",73183,7389,"Murder","Workplace harassment",12,"493057","WEST","Indore","Assam"
"G1-478824","ST-3674",18,"IG-40710","Aditya Sharma",60,"2001-06-02",74139,7391,"robbery","Murder",7,"493059","SOUTH","Thane","Bihar"
"G1-478825","ST-3675",39,"IG-40711","Sai Kapoor",42,"2001-06-02",234573,7393,"dowry demands","theft",6,"493061","NORTH","Bhopal","Chhattisgarh"
"G1-478826","ST-3676",35,"IG-40712","Navya Das",49,"2001-06-03",114532,7395,"robbery","cybercrime",9,"493063","CENTRAL","Visakhapatnam","Goa"
"G1-478827","ST-3677",26,"IG-40713","Saanvi Reddy",37,"2001-06-03",124987,7397,"unfair dismissal","sedition",9,"493065","EAST","Vadodara","Gujarat"
"G1-478828","ST-3678",24,"IG-40714","Krishna Joshi",38,"2001-06-03",233175,7399,"theft","Property dispute",4,"493067","WEST","Firozabad","Haryana"
"G1-478829","ST-3679",15,"IG-40715","Aditya Patel",58,"2001-06-03",65704,7401,"cybercrime","marriage affairs",11,"493069","SOUTH","Ludhiana","Himachal Pradesh"
"G1-478830","ST-3680",32,"IG-40716","Vihaan Reddy",54,"2001-06-03",58295,7403,"sedition","Divorce",12,"493071","NORTH","Rajkot","Jharkhand"
"G1-478831","ST-3681",19,"IG-40717","Saanvi Joshi",50,"2001-06-03",57865,7405,"Property dispute","Fraud",15,"493073","CENTRAL","Agra","Karnataka"
"G1-478832","ST-3682",22,"IG-40718","Ishita Jain",45,"2001-06-03",186706,7407,"Fraud","riots",13,"493075","EAST","Siliguri","Kerala"
"G1-478833","ST-3683",22,"IG-40719","Sai Mishra",54,"2001-06-03",212633,7409,"riots","claims of negligence",5,"493077","WEST","Nashik","Madhya Pradesh"
"G1-478834","ST-3684",23,"IG-40720","Diya Iyer",47,"2001-06-03",67500,7411,"marriage affairs","dowry demands",13,"493079","SOUTH","Faridabad","Maharashtra"
"G1-478835","ST-3685",31,"IG-40721","Vihaan Sharma",53,"2001-06-03",241364,7413,"Divorce","robbery",9,"493081","NORTH","Patna","Manipur"
"G1-478836","ST-3686",24,"IG-40722","Sai Nair",49,"2001-06-03",137051,7415,"claims of negligence","unfair dismissal",6,"493083","CENTRAL","Meerut","Meghalaya"
"G1-478837","ST-3687",25,"IG-40723","Krishna Pandey",59,"2001-06-03",138199,7417,"appeal against HR","discrimination",6,"493085","EAST","Kalyan-Dombivli","Mizoram"
"G1-478838","ST-3688",15,"IG-40724","Aanya Mishra",60,"2001-06-03",180351,7419,"Workplace harassment","appeal against HR",10,"493087","WEST","Vasai-Virar","Nagaland"
"G1-478839","ST-3689",13,"IG-40725","Arjun Agarwal",50,"2001-06-03",104967,7421,"Murder","Workplace harassment",14,"493089","SOUTH","Varanasi","Odisha"
"G1-478840","ST-3690",31,"IG-40726","Aarav Agarwal",58,"2001-06-03",142178,7423,"robbery","Murder",10,"493091","NORTH","Srinagar","Punjab"
"G1-478841","ST-3691",36,"IG-40727","Rishi Pandey",56,"2001-06-03",154301,7425,"dowry demands","theft",7,"493093","CENTRAL","Dhanbad","Rajasthan"
"G1-478842","ST-3692",34,"IG-40728","Arjun Malhotra",60,"2001-06-03",114232,7427,"robbery","cybercrime",12,"493095","EAST","Jodhpur","Sikkim"
"G1-478843","ST-3693",14,"IG-40729","Arjun Mehta",57,"2001-06-03",55360,7429,"unfair dismissal","sedition",12,"493097","WEST","Amritsar","Tamil Nadu"
